ID	File	Language	Dialect	Vernacular Title	Licence Type	Licence Version	CC Licence Link	Copyright Holder	Copyright Years	Translation by
ntj	E:\Work\eBible\projects\ntj\copr.htm	Ngaanyatjarra		Mama Kuurrku Wangka	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Bible Society of Australia	copyright © 2007	
ntpNT	E:\Work\eBible\projects\ntpNT\copr.htm	Tepehuan, Northern		Diuusi ñiooquidʌ utuducami oodamicʌdʌ	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1981	Translation by: Wycliffe Bible Translators, Inc.
ntu	E:\Work\eBible\projects\ntu\copr.htm	Natqgu (Natügu)		Nzryrngrkxtr Kc Ate Rut x Sam	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: SITAG
nuy	E:\Work\eBible\projects\nuy\copr.htm	Wubuy (Nunggubuyu)		Ana-Maṉngulg Ana-Wubiba -- Anu-gadhuwa Ana-lhaawu	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Bible Society of Australia	copyright © 2010	
nvm	E:\Work\eBible\projects\nvm\copr.htm	Namiai (Barai) (Namiae)			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2004	Translation by: Wycliffe Bible Translators
nwi	E:\Work\eBible\projects\nwi\copr.htm	Southwest Tanna		Nəkwəkwə imərhakə kape kughen: nɨrpenien vi	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
nya	E:\Work\eBible\projects\nya\copr.htm	Chichewa		Biblica® Tsekulani Mawu a Mulungu mu Chichewa Chalero	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Biblica, Inc.	copyright © 2016	
nys	E:\Work\eBible\projects\nys\copr.htm	Nyoongar (Nyunga)		Nyoongar Bible	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Bible Society of Australia	copyright © 2018	
nyu	E:\Work\eBible\projects\nyu\copr.htm	Nyungwe		Nyungwe do Novo Testamento	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1897, 2010	Translation by: Wycliffe Bible Translators
oboNT	E:\Work\eBible\projects\oboNT\copr.htm	Manobo, Obo		Moppiyon Dinoggan, Moka-atag ki Disas Krays	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
okv	E:\Work\eBible\projects\okv\copr.htm	Orokaiva	Etija		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1988	Translation by: Wycliffe Bible Translators
okvh	E:\Work\eBible\projects\okvh\copr.htm	Orokaiva Ehija (Orokaiva)	Ehija		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
omw	E:\Work\eBible\projects\omw\copr.htm	Omwunra-Toqura (South Tairora) (Tairora, South)	Omwunra-Toqura		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2000	Translation by: Wycliffe Bible Translators
omw-a	E:\Work\eBible\projects\omw-a\copr.htm	Omwunra Toqura (South Tairora)	Aatasara		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators
omw-v	E:\Work\eBible\projects\omw-v\copr.htm	Veqaura (Omwunra-Toqura or South Tairora)	Veqaura (Meauna)		by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators
ong	E:\Work\eBible\projects\ong\copr.htm	Olo			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1997	Translation by: Wycliffe Bible Translators
ons	E:\Work\eBible\projects\ons\copr.htm	Ono			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			Translation by: Wycliffe Bible Translators
oodNT	E:\Work\eBible\projects\oodNT\copr.htm	Tohono O'odham		Jiosh Wechij O'ohana	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
opm	E:\Work\eBible\projects\opm\copr.htm	Oksapmin			by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1992	Translation by: Wycliffe Bible Translators
ory	E:\Work\eBible\projects\ory\copr.htm	ଓଡ଼ିଆ‎ (Oriya)		ଓଡିଆ ବାଇବେଲ	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Bridge Connectivity Solutions	copyright © 2017	
oteNT	E:\Work\eBible\projects\oteNT\copr.htm	Otomi, Mezquital		Ra 'Ra'yo Testamento	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
otmNT	E:\Work\eBible\projects\otmNT\copr.htm	Otomi, Eastern Highland		Ra ʼdaʼyonhogui nangue ma Hmuhʉ ra Jesucristo	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1974	Translation by: Wycliffe Bible Translators, Inc.
otnNT	E:\Work\eBible\projects\otnNT\copr.htm	Otomi, Tenango		Ja ua ra̱ ʼdaʼyo cohi bi gomi̱ Oja̱ yø ja̱ʼi̱	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1975	Translation by: Wycliffe Bible Translators, Inc.
otqNT	E:\Work\eBible\projects\otqNT\copr.htm	Otomi, Querétaro		Àr 'ra'yo nkohi Jö har ñhöñhö maxei nto̱ngwi ár mahwifi har ha̱i m'onda ne har ñhömfo̱	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
otsNT	E:\Work\eBible\projects\otsNT\copr.htm	Otomi, Estado de México		El Nuevo Testamento en otomí de San Felipe Santiago, Edo. de México	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1975	Translation by: Wycliffe Bible Translators, Inc.
pabNT	E:\Work\eBible\projects\pabNT\copr.htm	Parecís		Waitare Wenati Aho	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
padNT	E:\Work\eBible\projects\padNT\copr.htm	Paumarí		Deus Athi Kapapirani Hida	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
pahNT	E:\Work\eBible\projects\pahNT\copr.htm	Tenharim		Tupanaʼga nhiʼig̃a	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1996	Translation by: Wycliffe Bible Translators, Inc.
pan	E:\Work\eBible\projects\pan\copr.htm	ਪੰਜਾਬੀ (Panjabi, Eastern)		ਇੰਡਿਅਨ ਰਿਵਾਇਜ਼ਡ ਵਰਜ਼ਨ (IRV) - ਪੰਜਾਬੀ	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Bridge Connectivity Solutions	copyright © 2017	
paoNT	E:\Work\eBible\projects\paoNT\copr.htm	Paiute, Northern		Te Naa Besa Unnepu	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
pesOPV	E:\Work\eBible\projects\pesOPV\copr.htm	فارسی (Persian)		ترجمه قدیم	Public Domain			Public Domain		Translation by: Wycliffe Bible Translators
pibNT	E:\Work\eBible\projects\pibNT\copr.htm	Yine		Gerotu Tokanchi Gipiratkaluru	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
pioNT	E:\Work\eBible\projects\pioNT\copr.htm	Piapoco		El Nuevo Testamento de nuestro Señor Jesucristo en el idioma piapoco	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
pirNT	E:\Work\eBible\projects\pirNT\copr.htm	Piratapuyo		Cohãcjʉ̃ Yere Yahuducuri Tju	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
piu2006	E:\Work\eBible\projects\piu2006\copr.htm	Luritja (Pintupi-Luritja)	Luritja	Luritja Bible	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Bible Society of Australia	copyright © 2006	
pjt	E:\Work\eBible\projects\pjt\copr.htm	Pitjantjatjara		Tjukurpa Palya	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Bible Society of Australia	copyright © 2019	Translation by: The Pitjantjatjara Bible Translation Project, Wycliffe Bible Translators and Bible Society Australia.
plsNT	E:\Work\eBible\projects\plsNT\copr.htm	San Marcos Tlalcoyalco  Popoloca (Popoloca, San Marcos Tlalcoyalco)		Tti jian joajné Jesucristo	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1982	Translation by: Wycliffe Bible Translators, Inc.
plu	E:\Work\eBible\projects\plu\copr.htm	Palikúr		Uhokri Gannasan	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1982	Translation by: Wycliffe Bible Translators
pma	E:\Work\eBible\projects\pma\copr.htm	Paama		Paama Bible	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators
poeNT	E:\Work\eBible\projects\poeNT\copr.htm	Popoloca, San Juan Atzingo		Tí Nuevo Testamento cuènte Inchéni Jesucristo Cʼóna Nquìva	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1982	Translation by: Wycliffe Bible Translators, Inc.
pohNT	E:\Work\eBible\projects\pohNT\copr.htm	Poqomchi'	Occidental	Reꞌ Lokꞌ Laj Hu̱j Wilic wi̱ꞌ Ribiral i Jesus	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
poiNT	E:\Work\eBible\projects\poiNT\copr.htm	Popoluca, Highland		Jém jomipɨc trato jém iwatnewɨɨp tánomi Jesucristo	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
polsz	E:\Work\eBible\projects\polsz\copr.htm	Polski		Biblica® Słowo Życia, otwarty dostęp	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Biblica, Inc.	copyright © 2016	
polubg	E:\Work\eBible\projects\polubg\copr.htm	Polskie (Polish)		Święta Biblia	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Fundacja Wrota Nadziei	copyright © 2018	Translation by: Fundacja Wrota Nadziei
pon	E:\Work\eBible\projects\pon\copr.htm	Pohnpeian		Kadede Kap Pjam Akan	Public Domain			Public Domain		
pon-pdn	E:\Work\eBible\projects\pon-pdn\copr.htm	Pohnpeian		Kadede Kap Psam Akan	Public Domain			Public Domain		
pon2006	E:\Work\eBible\projects\pon2006\copr.htm	Pohnpeian		Pohnpeian Bible	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Bible Society of the South Pacific	copyright © 2006	
pon2006a	E:\Work\eBible\projects\pon2006a\copr.htm	Pohnpeian		Pohnpeian Bible with Apocrypha	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Bible Society of the South Pacific	copyright © 2006	
porblt	E:\Work\eBible\projects\porblt\copr.htm	Português	Brasil	Biblia Livre Para Todos	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Free Bible Ministry, Inc.	copyright © 2022	
porbr2018	E:\Work\eBible\projects\porbr2018\copr.htm	Português (Portuguese)	Brasil	Bíblia Livre	by	3.0/br	http://creativecommons.org/licenses/by/3.0/br/	Diego Santos, Mario Sérgio, e Marco Teles	copyright © 2018	
porbrbsl	E:\Work\eBible\projects\porbrbsl\copr.htm	Português		Bíblia Sagrada livre para o mundo	Public Domain			Public Domain		Translation by:
portft	E:\Work\eBible\projects\portft\copr.htm	portugues (Portuguese)	Brasil	A Bíblia Sagrada, Tradução para Tradutores	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/			Translation by: Ellis W. Deibler, Jr.
poy	E:\Work\eBible\projects\poy\copr.htm	Pogolo		Lipatanu Lya Syayi Kwa Wantu Woseri	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	The Word for the World and Pioneer Bible Translators	copyright © 2014	Translation by: Pioneer Bible Translators and The Word for the World
ppo	E:\Work\eBible\projects\ppo\copr.htm	Folopa			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2005	Translation by: Wycliffe Bible Translators
prfNT	E:\Work\eBible\projects\prfNT\copr.htm	Paranan		En Maganda A Bareta Biblia	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
priNT	E:\Work\eBible\projects\priNT\copr.htm	Paicî		Tii Pwicîri: Âmu Aamwari naa na cî	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2012	Translation by: Wycliffe Bible Translators, Inc.
ptp	E:\Work\eBible\projects\ptp\copr.htm	Patep			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1986	Translation by: Wycliffe Bible Translators
ptu	E:\Work\eBible\projects\ptu\copr.htm	Bambam		Suha' Maseho: Kadadiam anna Pa'dandiam Bakahu	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Lembaga Alkitab Indonesia	copyright © 2004	Translation by: Wycliffe Bible Translators
pwg	E:\Work\eBible\projects\pwg\copr.htm	Gapapaiwa			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009-2018	Translation by: Wycliffe Bible Translators
qub	E:\Work\eBible\projects\qub\copr.htm	Huallaga Huánuco Quechua (Quechua, Huallaga Huánuco)		Tayta Diosninchi Isquirbichishan	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
qucNNT	E:\Work\eBible\projects\qucNNT\copr.htm	K'iche'	Cantel	Ru Loqꞌ Pixabꞌ Ri Dios	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
qucTNT	E:\Work\eBible\projects\qucTNT\copr.htm	K'iche'		Ru Lokꞌ Pixab Ri Dios	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
qufNT	E:\Work\eBible\projects\qufNT\copr.htm	Quechua, Lambayeque		Mushuq Testamento	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
quhNT	E:\Work\eBible\projects\quhNT\copr.htm	Quechua, South Bolivian		Dios Parlapawanchej	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
qulNT	E:\Work\eBible\projects\qulNT\copr.htm	Quechua, North Bolivian		Mosoj Testamento	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1985	Translation by: Wycliffe Bible Translators, Inc.
qupNT	E:\Work\eBible\projects\qupNT\copr.htm	Quechua, Southern Pastaza		Yaya Diospa mushu killkachishkan shimi	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
qvcNT	E:\Work\eBible\projects\qvcNT\copr.htm	Quechua, Cajamarca		Mushuq Tistamintu	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
qveNT	E:\Work\eBible\projects\qveNT\copr.htm	Quechua, Eastern Apurímac		Mosoq Testamento	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2013	Translation by: Wycliffe Bible Translators, Inc.
qvhNT	E:\Work\eBible\projects\qvhNT\copr.htm	Quechua, Huamalíes-Dos de Mayo Huánuco		Mushog Testamento	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
qvmNT	E:\Work\eBible\projects\qvmNT\copr.htm	Quechua, Margos-Yarowilca-Lauricocha		Mushog Testamento	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
qvnNT	E:\Work\eBible\projects\qvnNT\copr.htm	Quechua, North Junín		Tayta Diospa Guepacag Testamentun	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
qvsNT	E:\Work\eBible\projects\qvsNT\copr.htm	Quechua, San Martín		Tata Diospa Mushuk Rimanan	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
qvwNT	E:\Work\eBible\projects\qvwNT\copr.htm	Quechua, Huaylla Wanca		Muśhü limalicuy	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2010	Translation by: Wycliffe Bible Translators, Inc.
qvzNT	E:\Work\eBible\projects\qvzNT\copr.htm	Quichua, Northern Pastaza		Diospa shimi	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
qwhNT	E:\Work\eBible\projects\qwhNT\copr.htm	Quechua, Huaylas Ancash		Teyta Diospa Mushoq Testamentun	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
qxhNT	E:\Work\eBible\projects\qxhNT\copr.htm	Quechua, Panao Huánuco		Mushug Testamento	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2009	Translation by: Wycliffe Bible Translators, Inc.
qxnNT	E:\Work\eBible\projects\qxnNT\copr.htm	Quechua, Northern Conchucos Ancash		Señor Jesucristopa alli willacuynin	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2002	Translation by: Wycliffe Bible Translators, Inc.
qxoNT	E:\Work\eBible\projects\qxoNT\copr.htm	Quechua, Southern Conchucos Ancash		Mushog Testamento	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2002	Translation by: Wycliffe Bible Translators, Inc.
rai	E:\Work\eBible\projects\rai\copr.htm	Ramoaaina			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2006	Translation by: Wycliffe Bible Translators
reg	E:\Work\eBible\projects\reg\copr.htm	Kikara (Kara)		Kara Bible	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Door43 World Missions Community	copyright © 2020	Translation by: Door43 World Missions Community
rgu	E:\Work\eBible\projects\rgu\copr.htm	Rote Rikou (Rikou)			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Unit Bahasa dan Budaya	copyright © 2004	Translation by: Wycliffe Bible Translators
rkbNT	E:\Work\eBible\projects\rkbNT\copr.htm	Rikbaktsa		Deus Harere Aibaky Sesus mymyspirikpoko naha	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2011	Translation by: Wycliffe Bible Translators, Inc.
rmb	E:\Work\eBible\projects\rmb\copr.htm	Rembarrnga (Rembarunga)		Rembarrnga Christmas Story	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/			
rmc	E:\Work\eBible\projects\rmc\copr.htm	Romanes		Le Devleskero Lav Andre Romaňi Čhib 2019	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	The Word for the World International and The Word for the World Slovakia	copyright © 2019	
rmyArli	E:\Work\eBible\projects\rmyArli\copr.htm	Arli (Romani, Vlax)	Arli	Luka	by	4.0	http://creativecommons.org/licenses/by/4.0/			
rmyChergash	E:\Work\eBible\projects\rmyChergash\copr.htm	Chergash (Romani, Vlax)	Chergash	Luka	by	4.0	http://creativecommons.org/licenses/by/4.0/	Pioneers	copyright © 2018	Translation by: Pioneers
rmyGurbet	E:\Work\eBible\projects\rmyGurbet\copr.htm	Gurbet (Romani, Vlax)	Gurbet	Lačho lafi taro Luka	by	4.0	http://creativecommons.org/licenses/by/4.0/	Pioneers	copyright © 2018	Translation by: Pioneers
ron1924	E:\Work\eBible\projects\ron1924\copr.htm	(Romanian)	Cyrillic script	Библия Думитру Корнилеску 1924 (БДК)	Public Domain			Public Domain		Translation by: Dumitru Cornilescu
ronBayash	E:\Work\eBible\projects\ronBayash\copr.htm	Bayash (Romanian)	Bayash	Luka	by	4.0	http://creativecommons.org/licenses/by/4.0/	Pioneers	copyright © 2018	Translation by: Pioneers
ronlsb	E:\Work\eBible\projects\ronlsb\copr.htm	Română (Romanian)		Liber Sfanta Biblie	Public Domain			Public Domain		
ronludari	E:\Work\eBible\projects\ronludari\copr.htm	Ludari (Romanian)	Ludari	Luka	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Pioneer	copyright © 2019	
roo	E:\Work\eBible\projects\roo\copr.htm	Rotokas			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1982	Translation by: Wycliffe Bible Translators
rop	E:\Work\eBible\projects\rop\copr.htm	Kriol		Holi Baibul	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1990, 2005, 2006, 2015, 2018	
row	E:\Work\eBible\projects\row\copr.htm	Rote Dela (Dela-Oenale)		Rote Dela Alkitab	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	Unit Bahasa dan Budaya	copyright © 2016	Translation by: Wycliffe Bible Translators
rro	E:\Work\eBible\projects\rro\copr.htm	Waima			by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/			Translation by: Wycliffe Bible Translators
ruf	E:\Work\eBible\projects\ruf\copr.htm	Luguru		Laghano Lya Sambi Kwe Iwanu Wose	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	PBT_TWFTW	copyright © 2014	Translation by: Pioneer Bible Translators and The Word for the World
rug	E:\Work\eBible\projects\rug\copr.htm	Roviana		Buka Hope	by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2016	Translation by: SITAG
russyn	E:\Work\eBible\projects\russyn\copr.htm	русский (Russian)		Синодальный перевод	Public Domain			Public Domain		
rwo-karo	E:\Work\eBible\projects\rwo-karo\copr.htm	Karo (Rawa) (Rawa)	Karo		by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2001	Translation by: Wycliffe Bible Translators
rwo-rawa	E:\Work\eBible\projects\rwo-rawa\copr.htm	Rawa (Rawa) (Rawa)	Rawa		by-nd	4.0	http://creativecommons.org/licenses/by-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 1992	Translation by: Wycliffe Bible Translators
sabNT	E:\Work\eBible\projects\sabNT\copr.htm	Buglere		Chube gerua jagere Jesucristo giti degaba kwian ulita alin: El Nuevo Testamento de nuestro Señor Jesucristo en el idioma buglere	by-nc-nd	4.0	http://creativecommons.org/licenses/by-nc-nd/4.0/	Wycliffe Bible Translators, Inc.	copyright © 2008	Translation by: Wycliffe Bible Translators, Inc.
sanasm	E:\Work\eBible\projects\sanasm\copr.htm	Sanskrit		Sanskrit Bible (NT) in Assamese Script	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
sanben	E:\Work\eBible\projects\sanben\copr.htm	Sanskrit		Sanskrit Bible (NT) in Bengali Script	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
sanbur	E:\Work\eBible\projects\sanbur\copr.htm	Sanskrit		Sanskrit Bible (NT) in Burmese Script (သတျဝေဒး၊)	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
sandev	E:\Work\eBible\projects\sandev\copr.htm	Sanskrit		Sanskrit Bible (NT) in Devanagari Script (सत्यवेदः।)	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
sanguj	E:\Work\eBible\projects\sanguj\copr.htm	Sanskrit		Sanskrit Bible (NT) in Gujarati Script	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
sanhk	E:\Work\eBible\projects\sanhk\copr.htm	Sanskrit		Sanskrit Bible (NT) in Harvard-Kyoto Script	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
sanias	E:\Work\eBible\projects\sanias\copr.htm	Sanskrit		Sanskrit Bible (NT) in IAST Script (satyavedaḥ|)	by-sa	4.0	http://creativecommons.org/licenses/by-sa/4.0/	SanskritBible.in	copyright © 2018	
