languageCode,translationId,script,Count - script,dialect,homeDomain,title,description,Redistributable,Copyright,UpdateDate,publicationURL,OTbooks,OTchapters,OTverses,NTbooks,NTchapters,NTverses,DCbooks,DCchapters,DCverses,FCBHID,Certified,inScript,swordName,rodCode,textDirection,downloadable,font,shortTitle,PODISBN,script,sourceDate,licence_ID,licence_File,licence_Language,licence_Dialect,licence_Vernacular_Title,licence_Licence_Type,licence_Licence_Version,licence_CC_Licence_Link,licence_Copyright_Holder,licence_Copyright_Years,licence_Translation_by,licence_date_read,status_download_path,status_download_date,status_unzip_path,status_unzip_date,status_extract_path,status_extract_date,status_extract_renamed_date,status_extract_original_filename,status_last_error,status_inferred_versification,,File exists in scripture folder,MT\Scripture filename,Comparison,,,Files in Scripture Folder
thd,thd,Kuuk Thayorre,Thayore,,ebible.org,Kuuk Thayorre Bible Portions,Portions of the Holy Bible in the Kuuk Thayorre language of Australia,True,"Copyright © 1975, 1983, 1990 Rev. Dr. Allen Harry Hall and Jollen Press",2020-01-06,http://ebible.org/thd/,1,1,5,3,8,165,0,0,0,THDAHH,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,thd1975eb,,ltr,True,DejaVu Serif,Thayorre Bible Portions,,Latin,2020-01-07,,,,,,,,,,,,,,,,,C:\ebible_data\corpus\thd-thd.txt,,,,,,,#N/A,,,,,bsn-bsnNT.txt
thv,thv,"Tamahaq, Tahaggart","Tamahaq, Tahaggart",,ebible.org,Awal n Messineɣ s Tamahaq,Tamahaq traduction première,False,"Copyright © 2020 Wycliffe Bible Translators, Inc.",2020-11-30,http://ebible.org/thv/,3,58,1652,1,24,1151,0,0,0,THVWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,thv2020eb,,ltr,True,DejaVu Serif,Tahaggart Tamahaq Bible,,Latin,2020-12-01,thv,C:\ebible_data\private_projects\thv\copr.htm,"(Tamahaq, Tahaggart)",,Awal n Messineɣ s Tamahaq,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2020,,2025-04-30,C:\ebible_data\downloads\thv--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\thv,2025-04-30,C:\ebible_data\private_corpus\thv.txt,2025-04-30,2025-05-07,thv.txt,,1,,#N/A,,,,,bdp-BDP_BNDE_2024_09_13.txt
tif,tif,Tifal,Tifal,,png.bible,God Ami Alokso Weng,The New Testament in the Tifal Language of Papua New Guinea,True,"Copyright © 1998 Wycliffe Bible Translators, Inc.",2016-09-06,http://png.bible/tif/,0,0,0,27,260,7681,0,0,0,TIFWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tif1998eb,,ltr,True,Gentium,Tifal NT,978-1-5313-0633-5,Latin,2020-10-09,tif,C:\ebible_data\projects\tif\copr.htm,Tifal,,,by-nd,4,http://creativecommons.org/licenses/by-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1998,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\tif--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tif,2025-05-01,C:\ebible_data\corpus\tif.txt,2025-05-01,2025-05-10,tif-tif.txt,,4,,4262,,,,,en-XriArabic.2024_07_12.test.txt
tim,tim,Timbe,Timbe,,png.bible,Yusugât Pat Âlep Den,The New Testament in the Timbe Language of Papua New Guinea,True,"Copyright © 1987 Wycliffe Bible Translators, Inc.",2012-10-23,http://png.bible/tim/,0,0,0,27,260,7792,0,0,0,TIMTBL,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tim1987eb,,ltr,True,Gentium,Timbe NT,978-1-5313-0634-2,Latin,2020-10-09,tim,C:\ebible_data\projects\tim\copr.htm,Timbe,,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1987,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\tim--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tim,2025-05-01,C:\ebible_data\corpus\tim.txt,2025-05-01,2025-05-10,tim-tim.txt,,4,,#N/A,,,,,en-XriArabic.2024_07_12.train.txt
tiw,tiwm,Tiwi,Tiwi,Modern,ebible.org,Tiwi Selections,Selections from the Holy Bible in the modern dialect of the Tiwi language of Australia,True,"Copyright © 2022-2025 Wycliffe Bible Translators, Inc.",2024-08-01,http://ebible.org/tiwm/,4,7,7,1,1,4,0,0,0,TIWMWB,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tiwmeb,,ltr,True,Gentium Plus,Tiwi Selections,,Latin,2024-08-02,,,,,,,,,,,,,,,,,C:\ebible_data\corpus\tiw-tiwm.txt,,,,,,,#N/A,,,,,bcw-bcw_2024_02_21.txt
tiw,tiw,Tiwi,Tiwi,Old,ebible.org,Tiwi Bible,The Gospels in the Tiwi language of Australia,True,Copyright © 2000 Wycliffe Bible Translators,2021-11-29,http://ebible.org/tiw/,0,0,0,4,75,1362,0,0,0,TIWWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tiw2000eb,,ltr,True,DejaVu Serif,Tiwi Gospels,,Latin,2020-10-19,tiw,C:\ebible_data\projects\tiw\copr.htm,Tiwi,Old,Tiwi Bible,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,Wycliffe Bible Translators,copyright © 2000,,2025-05-01,C:\ebible_data\downloads\tiw--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tiw,2025-05-01,C:\ebible_data\corpus\tiw.txt,2025-05-01,2025-05-10,tiw-tiw.txt,,1,,#N/A,,,,,en-XriBatakToba_2024_02_13.txt
tiy,tiy,Tiruray,Tiruray,,ebible.org,I Fiyowe Uret,New Testament in Tiruray,True,"Copyright © 2002 Wycliffe Bible Translators, Inc.",2015-03-17,http://ebible.org/tiy/,0,0,0,27,260,7908,0,0,0,TIYWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tiy2002eb,,ltr,True,Gentium,Tiruray NT,978-1-5313-0635-9,Latin,2015-03-18,tiy,C:\ebible_data\projects\tiy\copr.htm,Tiruray,,I Fiyowe Uret,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2002,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\tiy--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tiy,2025-05-01,C:\ebible_data\corpus\tiy.txt,2025-05-01,2025-05-10,tiy-tiy.txt,,4,,#N/A,,,,,en-XriBatakToba.6000.txt
tke,tke,Takwane,Takwane,,ebible.org,Takwane do Novo Testamento,The New Testament in the Takwane Language of Mozambique,True,"Copyright © 2007-2009 Wycliffe Bible Translators, Inc.",2016-06-30,http://ebible.org/tke/,0,0,0,1,24,1151,0,0,0,TKEWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tke2009eb,,ltr,True,Gentium,Takwane NT,978-1-5313-0636-6,Latin,2022-05-25,tke,C:\ebible_data\projects\tke\copr.htm,Takwane,,Takwane do Novo Testamento,by-nd,4,http://creativecommons.org/licenses/by-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2007-2009,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\tke--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tke,2025-05-01,C:\ebible_data\corpus\tke.txt,2025-05-01,2025-05-10,tke-tke.txt,,1,,4274,,,,,en-XriGayo_0_7996_s_best_holdout.txt
tku,tkuNT,"Totonac, Upper Necaxa","Totonac, Upper Necaxa",,ebible.org,Xasāstiʼ testamento (Xatze tachihuīn ixpālacata Jesucristo),"New Testament in Totonac, Upper Necaxa (MX:tku:Totonac, Upper Necaxa)",True,"Copyright © 1999 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/tkuNT/,0,0,0,27,260,7955,0,0,0,TKUWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tku1999eb,,ltr,True,Gentium,Upper Necaxa Totonac,978-1-5313-0637-3,Latin,2014-05-01,tkuNT,C:\ebible_data\projects\tkuNT\copr.htm,"Totonac, Upper Necaxa",,Xasāstiʼ testamento (Xatze tachihuīn ixpālacata Jesucristo),by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1999,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\tkuNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tkuNT,2025-05-01,C:\ebible_data\corpus\tkuNT.txt,2025-05-01,2025-05-10,tku-tkuNT.txt,,4,,4280,,,,,en-XriGayo_0_7996.txt
tlf,tlf,Telefol Weng,Telefol,,png.bible,GOD IMI WENG,The New Testament in the Telefol Language of Papua New Guinea,True,"Copyright © 1988 Wycliffe Bible Translators, Inc.",2012-11-24,http://png.bible/tlf/,0,0,0,27,260,7698,0,0,0,TLFTBL,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tlf1988eb,,ltr,True,Gentium,Telefol NT,978-1-5313-0638-0,Latin,2012-11-25,tlf,C:\ebible_data\projects\tlf\copr.htm,Telefol Weng (Telefol),,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1988,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\tlf--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tlf,2025-05-01,C:\ebible_data\corpus\tlf.txt,2025-05-01,2025-05-10,tlf-tlf.txt,,4,,#N/A,,,,,en-XriRiau_0_4000.txt
tlj,tlj,Talinga-Bwisi,Talinga-Bwisi,,ebible.org,Ndaghaano Mpyaka na bimui haa bitabo byꞌomu Ndaghaano Nkulu mu Lubwisi,Talinga-Bwisi: New Testament and 15 Old Testament books in Lubwisi,False,"Copyright © 2019-2025 Wycliffe Bible Translators, Inc.",2025-01-28,http://ebible.org/tlj/,15,449,11288,27,260,7942,0,0,0,TLJWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,tlj2021eb,,ltr,True,DejaVu Serif,Talinga-Bwisi Bible,,Latin,2025-01-28,tlj,C:\ebible_data\private_projects\tlj\copr.htm,Talinga-Bwisi,,Ndaghaano Mpyaka na bimui haa bitabo byꞌomu Ndaghaano Nkulu mu Lubwisi,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2019-2025,,2025-04-30,C:\ebible_data\downloads\tlj--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\tlj,2025-04-30,C:\ebible_data\private_corpus\tlj.txt,2025-04-30,2025-05-07,tlj.txt,,4,,#N/A,,,,,az-AZBU.txt
tmd,tmd,Haruai,Haruai,,png.bible,MÖNÖ KÖMÖ,The New Testament in the Haruai language of Papua New Guinea,True,"Copyright © 2010 Wycliffe Bible Translators, Inc.",2021-05-07,http://png.bible/tmd/,0,0,0,27,260,7734,0,0,0,TMDWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tmd2010eb,,ltr,True,Andika,Haruai NT,978-1-5313-0639-7,Latin,2021-05-08,tmd,C:\ebible_data\projects\tmd\copr.htm,Haruai,,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2010,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\tmd--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tmd,2025-05-01,C:\ebible_data\corpus\tmd.txt,2025-05-01,2025-05-10,tmd-tmd.txt,,4,,4300,,,,,en-XriRiau_0_6000.txt
tna,tnaNT,Tacana,Tacana,,ebible.org,Diusu sa mimi,New Testament in Tacana (BL:tna:Tacana),True,"Copyright © 2009 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/tnaNT/,0,0,0,27,260,7752,0,0,0,TNAWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tna2009eb,,ltr,True,Gentium,Tacana NT,978-1-5313-0640-3,Latin,2014-05-01,tnaNT,C:\ebible_data\projects\tnaNT\copr.htm,Tacana,,Diusu sa mimi,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2009,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\tnaNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tnaNT,2025-05-01,C:\ebible_data\corpus\tnaNT.txt,2025-05-01,2025-05-10,tna-tnaNT.txt,,4,,4304,,,,,en-XriRiau_0_7993.best_s_holdout.txt
tnc,tnc,Tanimuca-Retuarã,Tanimuca-Retuarã,,ebible.org,Tuᵽarã Majaroka,NT Portions in Tanimuca-Retuarã,True,"Copyright © 2013 Wycliffe Bible Translators, Inc.",2014-08-06,http://ebible.org/tnc/,0,0,0,10,117,3028,0,0,0,TNCWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tnc2013eb,,ltr,True,Gentium Plus,Tanimuca-Retuarã NT portions,978-1-5313-0641-0,Latin,2014-07-29,tnc,C:\ebible_data\projects\tnc\copr.htm,Tanimuca-Retuarã,,Tuᵽarã Majaroka,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2013,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\tnc--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tnc,2025-05-01,C:\ebible_data\corpus\tnc.txt,2025-05-01,2025-05-10,tnc-tnc.txt,,4,,4305,,,,,en-XriRiau_0_7993.best_users.txt
tnk,tnk,Nəfe,Nafe,,ebible.org,Nǝkukuǝ Ikinan,"The New Testament in the Nafe (Kwamera) language of Southeast Tanna, TAFEA Province, Vanuatu",True,"Copyright © 2013 Wycliffe Bible Translators, Inc.",2019-06-18,http://ebible.org/tnk/,0,0,0,27,260,7916,0,0,0,TNKWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tnk2013eb,,ltr,True,Gentium,Nafe NT,978-1-5313-0642-7,Latin,2013-08-12,tnk,C:\ebible_data\projects\tnk\copr.htm,Nəfe (Nafe),,Nǝkukuǝ Ikinan,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2013,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\tnk--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tnk,2025-05-01,C:\ebible_data\corpus\tnk.txt,2025-05-01,2025-05-10,tnk-tnk.txt,,4,,4306,,,,,en-XriRiau_0_7993.txt
tnn,tnn,North Tanna,North Tanna,,ebible.org,North Tanna New Testament,The New Testament in the North Tanna Language of Vanuatu,True,"Copyright © 2010 Wycliffe Bible Translators, Inc.",2022-03-11,http://ebible.org/tnn/,0,0,0,27,260,7883,0,0,0,TNNWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tnn2010eb,,ltr,True,Gentium,North Tanna NT,978-1-5313-0643-4,Latin,2011-08-30,tnn,C:\ebible_data\projects\tnn\copr.htm,North Tanna,,North Tanna New Testament,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2010,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\tnn--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tnn,2025-05-01,C:\ebible_data\corpus\tnn.txt,2025-05-01,2025-05-10,tnn-tnn.txt,,4,,#N/A,,,,,en-XriRiau_0_7993.zlm_1.txt
tnp,tnp,Whitesands,Whitesands,,ebible.org,Nauəuə Asim Rəha Uhgɨn Nəmtətiən Vi,"The New Testament in the Whitesands language of Tanna Island, Vanuatu",True,"Copyright © 2014 Wycliffe Bible Translators, Inc.",2022-03-11,http://ebible.org/tnp/,0,0,0,27,260,7886,0,0,0,TNPWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tnp2014eb,,ltr,True,Gentium Plus,Whitesands NT,978-1-5313-0644-1,Latin,2020-10-09,tnp,C:\ebible_data\projects\tnp\copr.htm,Whitesands,,Nauəuə Asim Rəha Uhgɨn Nəmtətiən Vi,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"℗ Wycliffe Bible Translators, Inc.","Copyright © 2014 Wycliffe Bible Translators, Inc.",Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\tnp--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tnp,2025-05-01,C:\ebible_data\corpus\tnp.txt,2025-05-01,2025-05-10,tnp-tnp.txt,,4,,#N/A,,,,,en-XriRiau_0_7993.zlm_100.txt
toc,tocNT,"Totonac, Coyutla","Totonac, Coyutla",,ebible.org,Xasasti talacaxlan,"New Testament in Totonac, Coyutla (MX:toc:Totonac, Coyutla)",True,"Copyright © 2006 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/tocNT/,0,0,0,27,260,7921,0,0,0,TOCTBL,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,toc2006eb,,ltr,True,Gentium,Coyutla Totonac NT,978-1-5313-0645-8,Latin,2014-05-01,tocNT,C:\ebible_data\projects\tocNT\copr.htm,"Totonac, Coyutla",,Xasasti talacaxlan,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2006,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\tocNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tocNT,2025-05-01,C:\ebible_data\corpus\tocNT.txt,2025-05-01,2025-05-10,toc-tocNT.txt,,4,,4316,,,,,en-XriRiau_0_7993.zlm_23.txt
tod,tod,Toma,Toma,,ebible.org,GALA Sɛʋɛi,Portions of the Holy Bible in the Toma language of Guinea,True,Copyright © 2013 Pioneer Bible Translators,2022-06-21,http://ebible.org/tod/,18,357,10200,1,28,1007,0,0,0,TODPBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tod2013eb,,ltr,True,Gentium,Toma Bible Portions,978-1-5313-0836-0,Latin,2019-12-30,tod,C:\ebible_data\projects\tod\copr.htm,Toma,,GALA Sɛʋɛi,by-nd,4,http://creativecommons.org/licenses/by-nd/4.0/,Pioneer Bible Translators,copyright © 2013,Translation by: Pioneer Bible Translators,2025-05-01,C:\ebible_data\downloads\tod--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tod,2025-05-01,C:\ebible_data\corpus\tod.txt,2025-05-01,2025-05-10,tod-tod.txt,,1,,#N/A,,,,,ayh-ayh.txt
tof,tof,Gizrra,Gizrra,,png.bible,Godón Buk,"Portions of the Holy Bible in the Gizrra language of Western Province, Papua New Guinea",True,"Copyright © 2019 Wycliffe Bible Translators, Inc.",2024-07-01,http://png.bible/tof/,13,97,1980,27,235,6945,0,0,0,TOFWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tof2019eb,,ltr,True,DejaVu Serif,Gizrra Bible,,Latin,2024-07-01,tof,C:\ebible_data\projects\tof\copr.htm,Gizrra,,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2019,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\tof--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tof,2025-05-01,C:\ebible_data\corpus\tof.txt,2025-05-01,2025-05-10,tof-tof.txt,,4,,#N/A,,,,,ba-BskNT14.txt
toj,tojNT,Tojolabal,Tojolabal,,ebible.org,Ja yajcʼachil testamento sbaj ja cajualtic Jesucristo,New Testament in Tojolabal (MX:toj:Tojolabal),True,"Copyright © 1972 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/tojNT/,0,0,0,27,260,7869,0,0,0,TOJWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,toj1972eb,,ltr,True,Gentium,Tojolabal NT,978-1-5313-0646-5,Latin,2014-05-01,tojNT,C:\ebible_data\projects\tojNT\copr.htm,Tojolabal,,Ja yajcʼachil testamento sbaj ja cajualtic Jesucristo,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1972,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\tojNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tojNT,2025-05-01,C:\ebible_data\corpus\tojNT.txt,2025-05-01,2025-05-10,toj-tojNT.txt,,4,,4319,,,,,en-XriRiau_0_7993.zlm_33.txt
ton,ton,Tongan,Tongan,,ebible.org,KO E TOHI TAPU KĀTOA,"The Holy Bible in the Tongan language of Tonga, Revised West Version",True,public domain,2021-11-30,http://ebible.org/ton/,39,929,23145,27,260,7957,0,0,0,TONPNG,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,ton2014eb,,ltr,True,Gentium Plus,Revised West Version,978-1-5313-0647-2,Latin,2021-11-30,ton,C:\ebible_data\projects\ton\copr.htm,,,KO E TOHI TAPU KĀTOA,Public Domain,,,Public Domain,,,2025-05-01,C:\ebible_data\downloads\ton--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\ton,2025-05-01,C:\ebible_data\corpus\ton.txt,2025-05-01,2025-05-10,ton-ton.txt,,4,,#N/A,,,,,apz-apz.txt
too,tooNT,"Totonac, Xicotepec De Juárez","Totonac, Xicotepec De Juárez",,ebible.org,Huan Xasāstiʼ testamento: Huan xatzey tachihuīn ixpālacata Jesucristo,"New Testament in Totonac, Xicotepec De Juárez (MX:too:Totonac, Xicotepec De Juárez)",True,"Copyright © 1978 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/tooNT/,0,0,0,27,260,7955,0,0,0,TOOWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,too1978eb,,ltr,True,Gentium Plus,Xicotepec De Juárez Totonac NT,978-1-5313-0648-9,Latin,2014-05-01,tooNT,C:\ebible_data\projects\tooNT\copr.htm,"Totonac, Xicotepec De Juárez",,Huan Xasāstiʼ testamento: Huan xatzey tachihuīn ixpālacata Jesucristo,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1978,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\tooNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tooNT,2025-05-01,C:\ebible_data\corpus\tooNT.txt,2025-05-01,2025-05-10,too-tooNT.txt,,4,,4321,,,,,en-XriRiau_0_7993.zlm_42.txt
top,topNT,"Totonac, Papantla","Totonac, Papantla",,ebible.org,Xasasti talaccaxlan,"New Testament in Totonac, Papantla (MX:top:Totonac, Papantla)",True,"Copyright © 1979 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/topNT/,0,0,0,27,260,7893,0,0,0,TOPWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,top1979eb,,ltr,True,Gentium Plus,Papantla Totonac NT,978-1-5313-0649-6,Latin,2014-05-01,topNT,C:\ebible_data\projects\topNT\copr.htm,"Totonac, Papantla",,Xasasti talaccaxlan,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1979,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\topNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\topNT,2025-05-01,C:\ebible_data\corpus\topNT.txt,2025-05-01,2025-05-10,top-topNT.txt,,4,,4322,,,,,en-XriRiau_0_7993.zlm_45.txt
tos,tosNT,"Totonac, Highland","Totonac, Highland",,ebible.org,Hua̱ xasa̱sti talacca̱xlan quinTla̱tican Jesucristo,"New Testament in Totonac, Highland (MX:tos:Totonac, Highland)",True,"Copyright © 2009 Wycliffe Bible Translators, Inc.",2014-04-30,http://ebible.org/tosNT/,0,0,0,27,260,7911,0,0,0,TOSTBL,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tos2009eb,,ltr,True,Gentium,Highland Totonac NT,978-1-5313-0650-2,Latin,2014-05-01,tosNT,C:\ebible_data\projects\tosNT\copr.htm,"Totonac, Highland",,Hua̱ xasa̱sti talacca̱xlan quinTla̱tican Jesucristo,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2009,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\tosNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tosNT,2025-05-01,C:\ebible_data\corpus\tosNT.txt,2025-05-01,2025-05-10,tos-tosNT.txt,,4,,#N/A,,,,,en-XriRiau_0_7993.zlm_71.txt
tpa,tpa,Taupota,Taupota,Taupota,png.bible,Taupota Mark,The Gospel of Mark in the Taupota Language of Papua New Guinea,True,"Copyright © 2010 Wycliffe Bible Translators, Inc.",2017-08-19,http://png.bible/tpa/,0,0,0,1,16,656,0,0,0,TPAWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tpa2010eb,,ltr,True,Gentium,Taupota Mark,978-1-5313-0651-9,Latin,2020-10-09,tpa,C:\ebible_data\projects\tpa\copr.htm,Taupota,Taupota,,by-nd,4,http://creativecommons.org/licenses/by-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2010,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\tpa--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tpa,2025-05-01,C:\ebible_data\corpus\tpa.txt,2025-05-01,2025-05-10,tpa-tpa.txt,,1,,4327,,,,,en-XriRiau_0_7993.zlm_73.txt
tpi,tpi,Tok Pisin,Melanesian Pidgin,,png.bible,Buk Baibel long Tok Pisin,The Holy Bible with Deuterocanon in the Tok Pisin (Melanesian Pidgin) Language of Papua New Guinea,True,Copyright © 1969–2008 The Bible Society of Papua New Guinea,2024-04-18,http://png.bible/tpi/,39,929,22456,27,260,7906,12,150,4480,TPIPNG,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,tpi2008eb,,ltr,True,Gentium Plus,Tok Pisin Bible with Deuterocanon,978-1-5313-0652-6,Latin,2024-12-30,tpi,C:\ebible_data\projects\tpi\copr.htm,Tok Pisin (Melanesian Pidgin),,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,℗ Faith Comes by Hearing,Copyright © 1969–2008 The Bible Society of Papua New Guinea,Translation by: The Bible Society of Papua New Guinea,2025-05-01,C:\ebible_data\downloads\tpi--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\tpi,2025-05-01,C:\ebible_data\corpus\tpi.txt,2025-05-01,2025-05-10,tpi-tpi.txt,,4,,#N/A,,,,,ar-ONAV.txt
