languageCode,translationId,script,Count - script,dialect,homeDomain,title,description,Redistributable,Copyright,UpdateDate,publicationURL,OTbooks,OTchapters,OTverses,NTbooks,NTchapters,NTverses,DCbooks,DCchapters,DCverses,FCBHID,Certified,inScript,swordName,rodCode,textDirection,downloadable,font,shortTitle,PODISBN,script,sourceDate,licence_ID,licence_File,licence_Language,licence_Dialect,licence_Vernacular_Title,licence_Licence_Type,licence_Licence_Version,licence_CC_Licence_Link,licence_Copyright_Holder,licence_Copyright_Years,licence_Translation_by,licence_date_read,status_download_path,status_download_date,status_unzip_path,status_unzip_date,status_extract_path,status_extract_date,status_extract_renamed_date,status_extract_original_filename,status_last_error,status_inferred_versification,,File exists in scripture folder,MT\Scripture filename,Comparison,,,Files in Scripture Folder
cab,cabNT,Garifuna,Garifuna,,png.bible,Lerérun Búngiu To Lánina Iséri Darádu,New Testament in Garifuna (HO:cab:Garifuna),True,"Copyright © 2012 Wycliffe Bible Translators, Inc.",2014-04-25,http://png.bible/cabNT/,0,0,0,27,260,7947,0,0,0,SWPPNG,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cab2012eb,,ltr,True,Gentium,Suau Bible,978-1-5313-0120-0,Latin,2014-04-25,cabNT,C:\ebible_data\projects\cabNT\copr.htm,Garifuna,,,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2012,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cabNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cabNT,2025-05-01,C:\ebible_data\corpus\cabNT.txt,2025-05-01,2025-05-10,cab-cabNT.txt,,4,,452,,,,,dar-CARS_RUT.txt
cac,cac,Chuj de San Mateo Ixtatán,Chuj,Ixtatán,ebible.org,A Ch'an Biblia D'a Chuj San Mateo,The Holy Bible in the Chuj San Mateo language of Guatemala,True,Copyright © 2007 Sociedad Bíblica de Guatemala,2016-06-08,http://ebible.org/cac/,39,929,22081,27,260,7909,0,0,0,CACWBT,False,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cac2007eb,2095,ltr,True,Gentium,Chuj San Mateo Bible,978-1-5313-0768-4,Latin,2011-02-12,cac,C:\ebible_data\projects\cac\copr.htm,Chuj de San Mateo Ixtatán (Chuj),Ixtatán,A Ch'an Biblia D'a Chuj San Mateo,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,Sociedad Bíblica de Guatemala,copyright © 2007,Translation by: Wycliffe Bible Translators,2025-05-01,C:\ebible_data\downloads\cac--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cac,2025-05-01,C:\ebible_data\corpus\cac.txt,2025-05-01,2025-05-10,cac-cac.txt,,4,,#N/A,,,,,acw-HEJ_2023_05_01.txt
caf,cafNT,"Carrier, Southern","Carrier, Southern",,ebible.org,Yakʼusda bughunek: k’andit khunek neba lhaidinla,"New Testament in Carrier, Southern (CA:caf:Carrier, Southern)",True,"Copyright © 2002 Wycliffe Bible Translators, Inc.",2014-04-22,http://ebible.org/cafNT/,0,0,0,27,260,7948,0,0,0,CAFWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,caf2002eb,,ltr,True,Gentium Plus,Southern Carrier NT,978-1-5313-0121-7,Latin,2014-04-23,cafNT,C:\ebible_data\projects\cafNT\copr.htm,"Carrier, Southern",,Yakʼusda bughunek: k’andit khunek neba lhaidinla,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2002,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cafNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cafNT,2025-05-01,C:\ebible_data\corpus\cafNT.txt,2025-05-01,2025-05-10,caf-cafNT.txt,,4,,485,,,,,dar-tsdOBT_2025_01_08.txt
cak,cak,Kaqchikel,Kaqchikel,South Central,ebible.org,GT:cak:Kaqchikel,New Testament in Kaqchikel Chimaltenango; cak,True,"Copyright © 2007 Wycliffe Bible Translators, Inc.",2014-12-03,http://ebible.org/cak/,0,0,0,27,260,7957,0,0,0,CAKSOU,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cak2007eb,4023,ltr,True,Gentium,Kaqchikel Chimaltenango NT,978-1-5313-0122-4,Latin,2014-04-28,cak,C:\ebible_data\projects\cak\copr.htm,Kaqchikel,South Central,GT:cak:Kaqchikel,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2007,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cak--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cak,2025-05-01,C:\ebible_data\corpus\cak.txt,2025-05-01,2025-05-10,cak-cak.txt,,4,,544,,,,,dar-tsdOBT_2025_02_13.txt
cak,cakCNT,Kaqchikel,Kaqchikel,Central,ebible.org,Ri C'ac'a Trato ri Xuben ri Dios Quiq'uin ri Vinek,New Testament in Kaqchikel (GT:cak:Kaqchikel),True,"Copyright © 2012 Wycliffe Bible Translators, Inc.",2014-12-03,http://ebible.org/cakCNT/,0,0,0,27,260,7949,0,0,0,CAKSBG,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cakC2012eb,,ltr,True,Gentium Plus,Kaqchikel NT,978-1-5313-0123-1,Latin,2014-04-28,cakCNT,C:\ebible_data\projects\cakCNT\copr.htm,Kaqchikel,Central,Ri C'ac'a Trato ri Xuben ri Dios Quiq'uin ri Vinek,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2012,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cakCNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cakCNT,2025-05-01,C:\ebible_data\corpus\cakCNT.txt,2025-05-01,2025-05-10,cak-cakCNT.txt,,4,,549,,,,,dar-XriDargin.2222.all.txt
cak,cakENT,"Kaqchikel,",Kaqchikel,Eastern,ebible.org,RI DIOS NCH'O PA KACH'ABÜL CHEKE,"New Testament in Kaqchikel, Eastern (Oriental); cak (GT:cak:Kaqchikel)",True,"Copyright © 2012 Wycliffe Bible Translators, Inc.",2014-04-27,http://ebible.org/cakENT/,0,0,0,27,260,7949,0,0,0,CAKEAS,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cakE2012eb,4969,ltr,True,Gentium,Eastern Kaqchikel NT,978-1-5313-0124-8,Latin,2014-04-28,cakENT,C:\ebible_data\projects\cakENT\copr.htm,"Kaqchikel, (Kaqchikel)",Eastern,RI DIOS NCH'O PA KACH'ABÜL CHEKE,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2012,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cakENT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cakENT,2025-05-01,C:\ebible_data\corpus\cakENT.txt,2025-05-01,2025-05-10,cak-cakENT.txt,,4,,574,,,,,dar-XriDargin.2222.test.txt
cak,cakNT,Kaqchikel,Kaqchikel,Sur de Sacatepequez,ebible.org,Ri utzilaj rutzij ri Dios pa kachʼabel,New Testament in Kaqchikel Sur de Sacatepequez; cak,True,"Copyright © 1993 Wycliffe Bible Translators, Inc.",2014-04-27,http://ebible.org/cakNT/,0,0,0,27,260,7953,0,0,0,CAKSDS,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cak1993eb,4027,ltr,True,Gentium,Kaqchikel Sur de Sacatepequez NT,978-1-5313-0125-5,Latin,2014-04-28,cakNT,C:\ebible_data\projects\cakNT\copr.htm,Kaqchikel,Sur de Sacatepequez,Ri utzilaj rutzij ri Dios pa kachʼabel,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1993,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cakNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cakNT,2025-05-01,C:\ebible_data\corpus\cakNT.txt,2025-05-01,2025-05-10,cak-cakNT.txt,,4,,578,,,,,dar-XriDargin.2222.train.txt
cak,cakSNT,Kaqchikel,Kaqchikel,Santa Maria de Jesus,ebible.org,Ri c'ac'ac' Testamento pa kach'ab'al,"New Testament in Kaqchikel,  Santa Maria de Jesus; cak (GT:cak:Kaqchikel)",True,"Copyright © 2010 Wycliffe Bible Translators, Inc.",2014-04-27,http://ebible.org/cakSNT/,0,0,0,27,260,7958,0,0,0,CAKSMJ,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cakS2010eb,4784,ltr,True,Gentium Plus,Santa Maria de Jesus Kaqchikel NT,978-1-5313-0126-2,Latin,2014-04-28,cakSNT,C:\ebible_data\projects\cakSNT\copr.htm,Kaqchikel,Santa Maria de Jesus,Ri c'ac'ac' Testamento pa kach'ab'al,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2010,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cakSNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cakSNT,2025-05-01,C:\ebible_data\corpus\cakSNT.txt,2025-05-01,2025-05-10,cak-cakSNT.txt,,4,,#N/A,,,,,dar-XriDargin.2222.val.txt
cak,cakWNT,Kaqchikel,Kaqchikel,Western,ebible.org,Ri C'ac'ac' Testamento pa Kach'abel,"New Testament in Kaqchikel, Western Solola; cak (GT:cak:Kaqchikel)",True,"Copyright © 2010 Wycliffe Bible Translators, Inc.",2014-04-27,http://ebible.org/cakWNT/,0,0,0,27,260,7956,0,0,0,CAKWES,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cakW2010eb,4024,ltr,True,Gentium,Western Solola Kaqchikel NT,978-1-5313-0127-9,Latin,2014-04-28,cakWNT,C:\ebible_data\projects\cakWNT\copr.htm,Kaqchikel,Western,Ri C'ac'ac' Testamento pa Kach'abel,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2010,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cakWNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cakWNT,2025-05-01,C:\ebible_data\corpus\cakWNT.txt,2025-05-01,2025-05-10,cak-cakWNT.txt,,4,,599,,,,,dar-XriDargin.4168.all.txt
cak,cakYNT,Kaqchikel,Kaqchikel,Yepocapa - South Western,ebible.org,Re C'ac'a Testamento pa Kach'abal,"New Testament in Kaqchikel, South Western Yepocapa and Acatenango",True,"Copyright © 2012 Wycliffe Bible Translators, Inc.",2014-12-03,http://ebible.org/cakYNT/,0,0,0,27,260,7950,0,0,0,CAKSWY,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cakY2012eb,4028,ltr,True,Gentium,SW Yepocapa and Acatenango Kaqchikel NT,978-1-5313-0128-6,Latin,2014-04-28,cakYNT,C:\ebible_data\projects\cakYNT\copr.htm,Kaqchikel,Yepocapa - South Western,Re C'ac'a Testamento pa Kach'abal,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2012,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cakYNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cakYNT,2025-05-01,C:\ebible_data\corpus\cakYNT.txt,2025-05-01,2025-05-10,cak-cakYNT.txt,,4,,604,,,,,dar-XriDargin.4168.test.txt
cam,cam,Cemuhî,Cemuhî,,ebible.org,Tii Iitihi: Élele Iitihi na mwo Coho,Cemuhî: Tii Iitihi: Élele Iitihi na mwo Coho (New Testament),False,"Copyright © 2017 Wycliffe Bible Translators, Inc.",2020-11-16,http://ebible.org/cam/,0,0,0,27,260,7740,0,0,0,CAMWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,cam2017eb,,ltr,True,DejaVu Serif,Cemuhî: Tii Iitihi: Élele Iitihi na mwo Coho (New Testament),,Latin,2020-11-14,cam,C:\ebible_data\private_projects\cam\copr.htm,Cemuhî,,Tii Iitihi: Élele Iitihi na mwo Coho,Unknown,,,"Wycliffe Bible Translators, Inc.",copyright © 2017-2018,,2025-04-30,C:\ebible_data\downloads\cam--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\cam,2025-04-30,C:\ebible_data\private_corpus\cam.txt,2025-04-30,2025-05-07,cam.txt,,4,,#N/A,,,,,buu-buu_Nita.txt
cao,caoNT,Chácobo,Chácobo,,ebible.org,Dios Chani,New Testament in Chácobo (BL:cao:Chácobo),True,"Copyright © 2010 Wycliffe Bible Translators, Inc.",2014-04-22,http://ebible.org/caoNT/,0,0,0,27,260,7911,0,0,0,CAOWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cao2010eb,,ltr,True,Gentium,Chácobo NT,978-1-5313-0129-3,Latin,2014-04-23,caoNT,C:\ebible_data\projects\caoNT\copr.htm,Chácobo,,Dios Chani,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2010,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\caoNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\caoNT,2025-05-01,C:\ebible_data\corpus\caoNT.txt,2025-05-01,2025-05-10,cao-caoNT.txt,,4,,619,,,,,dar-XriDargin.4168.train.txt
cap,capNT,Chipaya,Chipaya,,ebible.org,Ew Testamento: Chipay Tawkquiztan,New Testament in Chipaya (BL:cap:Chipaya),True,"Copyright © 2009 Wycliffe Bible Translators, Inc.",2014-04-22,http://ebible.org/capNT/,0,0,0,27,260,7904,0,0,0,CAPSBB,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cap2009eb,,ltr,True,Gentium,Chipaya NT,978-1-5313-0130-9,Latin,2014-04-23,capNT,C:\ebible_data\projects\capNT\copr.htm,Chipaya,,Ew Testamento: Chipay Tawkquiztan,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2009,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\capNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\capNT,2025-05-01,C:\ebible_data\corpus\capNT.txt,2025-05-01,2025-05-10,cap-capNT.txt,,4,,623,,,,,dar-XriDargin.4168.val.txt
car,car,Carib,Carib,,ebible.org,Asery Tamusi karetary,New Testament in Carib (NS:car:Carib),False,"Copyright © 2010 Wycliffe Bible Translators, Inc.",2020-11-11,http://ebible.org/car/,0,0,0,27,260,7943,0,0,0,CARWBT,False,http://inscript.org/?v1=GN1_1&w1=bible&t1=local%3A,car2010eb,,ltr,True,DejaVu Serif,New Testament in Carib (NS:car:Carib),,Latin,2020-11-12,car,C:\ebible_data\private_projects\car\copr.htm,Carib,,Asery Tamusi karetary,Unknown,,,Language:,Copyright © 2003 Suriname Bible Society,,2025-04-30,C:\ebible_data\downloads\car--2025-04-30.zip,2025-04-30,C:\ebible_data\private_projects\car,2025-04-30,C:\ebible_data\private_corpus\car.txt,2025-04-30,2025-05-07,car.txt,,1,,#N/A,,,,,bvd-bvd.txt
car,carNT,Carib,Carib,,ebible.org,Asery Tamusi karetary,New Testament in Carib (NS:car:Carib),True,"Copyright © 2010 Wycliffe Bible Translators, Inc.",2014-04-22,http://ebible.org/carNT/,0,0,0,27,260,7943,0,0,0,CARWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,car2010eb,,ltr,True,Gentium,Carib NT,978-1-5313-0131-6,Latin,2014-04-23,carNT,C:\ebible_data\projects\carNT\copr.htm,Carib,,Asery Tamusi karetary,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2010,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\carNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\carNT,2025-05-01,C:\ebible_data\corpus\carNT.txt,2025-05-01,2025-05-10,car-carNT.txt,,1,,637,,,,,dar-XriDargin.6427.all.txt
cav,cavNT,Cavineña,Cavineña,,ebible.org,Yusuja Quisarati,New Testament in Cavineña (BL:cav:Cavineña),True,"Copyright © 2012 Wycliffe Bible Translators, Inc.",2014-04-22,http://ebible.org/cavNT/,0,0,0,27,260,7834,0,0,0,CAVWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cav2012eb,,ltr,True,Gentium,Cavineña NT,978-1-5313-0132-3,Latin,2014-04-23,cavNT,C:\ebible_data\projects\cavNT\copr.htm,Cavineña,,Yusuja Quisarati,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2012,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cavNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cavNT,2025-05-01,C:\ebible_data\corpus\cavNT.txt,2025-05-01,2025-05-10,cav-cavNT.txt,,4,,643,,,,,dar-XriDargin.6427.test.txt
cax,caxNT,Chiquitano,Chiquitano,,ebible.org,Manitanati Tuparrü,New Testament in Chiquitano (BL:cax:Chiquitano),True,"Copyright © 2012 Wycliffe Bible Translators, Inc.",2014-04-22,http://ebible.org/caxNT/,0,0,0,27,260,7942,0,0,0,CAXSBB,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cax2012eb,,ltr,True,Gentium,Chiquitano NT,978-1-5313-0133-0,Latin,2014-04-23,caxNT,C:\ebible_data\projects\caxNT\copr.htm,Chiquitano,,Manitanati Tuparrü,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2012,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\caxNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\caxNT,2025-05-01,C:\ebible_data\corpus\caxNT.txt,2025-05-01,2025-05-10,cax-caxNT.txt,,4,,653,,,,,dar-XriDargin.6427.train.txt
cbc,cbcNT,Carapana,Carapana,,ebible.org,Dios Cʉ̃ Cauetibʉjʉ Cũrĩcã Tuti,New Testament in Carapana (CO:cbc:Carapana),True,"Copyright © 2012 Wycliffe Bible Translators, Inc.",2014-04-22,http://ebible.org/cbcNT/,0,0,0,27,260,7815,0,0,0,CBCWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cbc2012eb,,ltr,True,Gentium Plus,Carapana NT,978-1-5313-0134-7,Latin,2014-04-23,cbcNT,C:\ebible_data\projects\cbcNT\copr.htm,Carapana,,Dios Cʉ̃ Cauetibʉjʉ Cũrĩcã Tuti,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2012,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cbcNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cbcNT,2025-05-01,C:\ebible_data\corpus\cbcNT.txt,2025-05-01,2025-05-10,cbc-cbcNT.txt,,4,,657,,,,,dar-XriDargin.6427.val.txt
cbi,cbiNTpo,Chachi,Chachi,,ebible.org,"Diosa' kiika; Génesis, Éxodo y El Nuevo Testamento",New Testament + Genesis and Exodus in Chachi (EC:cbi:Chachi),True,"Copyright © 2008 Wycliffe Bible Translators, Inc.",2014-12-03,http://ebible.org/cbiNTpo/,2,90,2733,27,260,7910,0,0,0,CBIWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cbi2008eb,,ltr,True,Gentium,Chachi Bible,978-1-5313-0135-4,Latin,2014-04-23,cbiNTpo,C:\ebible_data\projects\cbiNTpo\copr.htm,Chachi,,"Diosa' kiika; Génesis, Éxodo y El Nuevo Testamento",by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2008,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cbiNTpo--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cbiNTpo,2025-05-01,C:\ebible_data\corpus\cbiNTpo.txt,2025-05-01,2025-05-10,cbi-cbiNTpo.txt,,4,,659,,,,,bfz-BFZNT.txt
cbk,cbk,Chavacano,Chavacano,,ebible.org,El Nuevo Testamento,New Testament in Chavacano,True,"Copyright © 1981 Wycliffe Bible Translators, Inc.",2014-08-06,http://ebible.org/cbk/,0,0,0,27,260,7944,0,0,0,CBKWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cbk1981eb,,ltr,True,Gentium Plus,Chavacano NT,978-1-5313-0136-1,Latin,2014-07-29,cbk,C:\ebible_data\projects\cbk\copr.htm,Chavacano,,El Nuevo Testamento,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 1981,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cbk--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cbk,2025-05-01,C:\ebible_data\corpus\cbk.txt,2025-05-01,2025-05-10,cbk-cbk.txt,,4,,#N/A,,,,,dar-XriDargin.8001_norm_double.all.txt
cbr,cbrNT,Cashibo-Cacataibo,Cashibo-Cacataibo,,ebible.org,Nukën 'Ibu Diosan ain unikama 'inan ain bana,New Testament in Cashibo-Cacataibo (PE:cbr:Cashibo-Cacataibo),True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2014-04-22,http://ebible.org/cbrNT/,1,50,1527,27,260,7849,0,0,0,CBRWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cbr2011eb,,ltr,True,Gentium,Cashibo-Cacataibo NT,978-1-5313-0137-8,Latin,2014-04-23,cbrNT,C:\ebible_data\projects\cbrNT\copr.htm,Cashibo-Cacataibo,,Nukën 'Ibu Diosan ain unikama 'inan ain bana,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cbrNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cbrNT,2025-05-01,C:\ebible_data\corpus\cbrNT.txt,2025-05-01,2025-05-10,cbr-cbrNT.txt,,4,,661,,,,,blx-NLLB_600_TGLTCB_BLX_NT_17000.txt
cbs,cbsNT,Kashinawa,Kashinawa,,ebible.org,Diosun Jesúswen taexun yuba bena yiniki,New Testament in Kashinawa (PE:cbs:Kashinawa),True,"Copyright © 2008 Wycliffe Bible Translators, Inc.",2014-04-27,http://ebible.org/cbsNT/,0,0,0,27,260,7479,0,0,0,CBSWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cbs2008eb,,ltr,True,Gentium,Kashinawa NT,978-1-5313-0138-5,Latin,2014-04-28,cbsNT,C:\ebible_data\projects\cbsNT\copr.htm,Kashinawa,,Diosun Jesúswen taexun yuba bena yiniki,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2008,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cbsNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cbsNT,2025-05-01,C:\ebible_data\corpus\cbsNT.txt,2025-05-01,2025-05-10,cbs-cbsNT.txt,,4,,673,,,,,dar-XriDargin.8001_norm_double.test.txt
cbt,cbtNTpo,Chayahuita,Chayahuita,,ebible.org,Yosë nanamën,New Testament in Chayahuita (PE:cbt:Chayahuita),True,"Copyright © 2011 Wycliffe Bible Translators, Inc.",2014-04-22,http://ebible.org/cbtNTpo/,1,50,1400,27,260,7812,0,0,0,CBTWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cbt2011eb,,ltr,True,Gentium,Chayahuita NT,978-1-5313-0139-2,Latin,2014-04-23,cbtNTpo,C:\ebible_data\projects\cbtNTpo\copr.htm,Chayahuita,,Yosë nanamën,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2011,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cbtNTpo--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cbtNTpo,2025-05-01,C:\ebible_data\corpus\cbtNTpo.txt,2025-05-01,2025-05-10,cbt-cbtNTpo.txt,,4,,680,,,,,blz-blz.txt
cbu,cbuNT,Candoshi-Shapra,Candoshi-Shapra,,ebible.org,Apanlli Kuku,New Testament in Candoshi-Shapra (PE:cbu:Candoshi-Shapra),True,"Copyright © 2010 Wycliffe Bible Translators, Inc.",2014-04-22,http://ebible.org/cbuNT/,25,367,8043,27,260,7590,0,0,0,CBUWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cbu2010eb,,ltr,True,Gentium Plus,Candoshi-Shapra NT,978-1-5313-0140-8,Latin,2014-04-23,cbuNT,C:\ebible_data\projects\cbuNT\copr.htm,Candoshi-Shapra,,Apanlli Kuku,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2010,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cbuNT--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cbuNT,2025-05-01,C:\ebible_data\corpus\cbuNT.txt,2025-05-01,2025-05-10,cbu-cbuNT.txt,,4,,683,,,,,av-AvrNT.txt
cbv,cbv,Cacua,Cacua,,ebible.org,Dios ã jáap naáwát tólih,New Testament in Cacua,True,"Copyright © 2008 Wycliffe Bible Translators, Inc.",2014-08-06,http://ebible.org/cbv/,0,0,0,27,260,7710,0,0,0,CBVWBT,True,http://eBible.org/study/?v1=GN1_1&w1=bible&t1=local%3A,cbv2008eb,,ltr,True,Gentium Plus,Cacua NT,978-1-5313-0141-5,Latin,2014-07-29,cbv,C:\ebible_data\projects\cbv\copr.htm,Cacua,,Dios ã jáap naáwát tólih,by-nc-nd,4,http://creativecommons.org/licenses/by-nc-nd/4.0/,"Wycliffe Bible Translators, Inc.",copyright © 2008,"Translation by: Wycliffe Bible Translators, Inc.",2025-05-01,C:\ebible_data\downloads\cbv--2025-04-11.zip,2025-04-11,C:\ebible_data\projects\cbv,2025-05-01,C:\ebible_data\corpus\cbv.txt,2025-05-01,2025-05-10,cbv-cbv.txt,,4,,#N/A,,,,,dar-XriDargin.8001_norm_double.train.txt
